sample_id,gene,product,drug_class,organism_group,location,isolation_source,isolation_type,bio_sample,collection_year,drug_class_group
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Cefepime,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Cefotaxime,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Ceftazidime,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Ceftriaxone,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Piperacillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Ticarcillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,mcr-1.1_1,mcr-1.1,Colistin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Polymyxins
GCA_024998045.1,tet(B)_2,tet(B),Doxycycline,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Tetracyclines
GCA_024998045.1,tet(B)_2,tet(B),Tetracycline,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Tetracyclines
GCA_024998045.1,tet(B)_2,tet(B),Minocycline,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Other
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Amoxicillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Amoxicillin+Clavulanic_acid,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Ampicillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Ampicillin+Clavulanic_acid,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Cefepime,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Piperacillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaOXA-1_1,blaOXA-1,Piperacillin+Tazobactam,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,aac(6')-Ib-cr_1,aac(6')-Ib-cr,Ciprofloxacin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Fluoroquinolones
GCA_026722225.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Unclassified
GCA_026722225.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Phenicols
GCA_026722225.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Phenicols
GCA_026722225.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Tetracyclines
GCA_026722225.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Tetracyclines
GCA_026722225.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,aph(3'')-Ib_5,aph(3'')-Ib,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,dfrA17_1,dfrA17,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,aadA5_1,aadA5,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,erm(B)_18,erm(B),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,erm(B)_18,erm(B),Lincomycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,erm(B)_18,erm(B),Clindamycin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,erm(B)_18,erm(B),Quinupristin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,erm(B)_18,erm(B),Pristinamycin_IA,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,erm(B)_18,erm(B),Virginiamycin_S,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaCMY-42_1,blaCMY-42,Ticarcillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Other
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722225.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160589,2018,Beta-lactams
GCA_026722245.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Unclassified
GCA_026722245.1,tet(M)_8,tet(M),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Tetracyclines
GCA_026722245.1,tet(M)_8,tet(M),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Tetracyclines
GCA_026722245.1,tet(M)_8,tet(M),Minocycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,cmlA1_1,cmlA1,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Phenicols
GCA_026722245.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,dfrA12_8,dfrA12,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Phenicols
GCA_026722245.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Phenicols
GCA_026722245.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Tetracyclines
GCA_026722245.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Tetracyclines
GCA_026722245.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,aph(3'')-Ib_5,aph(3'')-Ib,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,tet(B)_2,tet(B),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Tetracyclines
GCA_026722245.1,tet(B)_2,tet(B),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Tetracyclines
GCA_026722245.1,tet(B)_2,tet(B),Minocycline,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,sul3_2,sul3,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,aph(3')-IIa_2,aph(3')-IIa,Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Unclassified
GCA_026722245.1,fosA3_1,fosA3,Fosfomycin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Aztreonam,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Ceftriaxone,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaCTX-M-55_1,blaCTX-M-55,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,aph(3')-Ia_1,aph(3')-Ia,Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Unclassified
GCA_026722245.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Beta-lactams
GCA_026722245.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160588,2018,Other
GCA_026722285.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Unclassified
GCA_026722285.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Phenicols
GCA_026722285.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Phenicols
GCA_026722285.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Tetracyclines
GCA_026722285.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Tetracyclines
GCA_026722285.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,aph(3'')-Ib_5,aph(3'')-Ib,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Aztreonam,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Ceftriaxone,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaCTX-M-55_1,blaCTX-M-55,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Beta-lactams
GCA_026722285.1,rmtB_1,rmtB,Amikacin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,rmtB_1,rmtB,Gentamicin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,rmtB_1,rmtB,Tobramycin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,qepA1_1,qepA1,Ciprofloxacin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Fluoroquinolones
GCA_026722285.1,aac(3)-IId_1,aac(3)-IId,Gentamicin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,aac(3)-IId_1,aac(3)-IId,Tobramycin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,aadA5_1,aadA5,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722285.1,dfrA17_1,dfrA17,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160592,2018,Other
GCA_026722305.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Unclassified
GCA_026722305.1,tet(M)_8,tet(M),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Tetracyclines
GCA_026722305.1,tet(M)_8,tet(M),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Tetracyclines
GCA_026722305.1,tet(M)_8,tet(M),Minocycline,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,cmlA1_1,cmlA1,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Phenicols
GCA_026722305.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,dfrA12_8,dfrA12,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Tetracyclines
GCA_026722305.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Tetracyclines
GCA_026722305.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Phenicols
GCA_026722305.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Phenicols
GCA_026722305.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,sul3_2,sul3,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,aac(3)-IId_1,aac(3)-IId,Gentamicin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
GCA_026722305.1,aac(3)-IId_1,aac(3)-IId,Tobramycin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Other
